Time;appname;urlmethod;
1472558140000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;OPTIONS /casefiles/shared;
1472558128000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;OPTIONS /businessmetrics/trendingitems/;
1472558128000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;POST /taxii;
1472558124000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /casefiles/shared;
1472558111000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;OPTIONS /notifications;
1472558108000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;OPTIONS /alertcon;
1472558102000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;POST /taxii;
1472558096000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472558064000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472558062000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472558043000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472558023000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472558007000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472557998000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472557951000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472557937000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472557929000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472557925000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472557905000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472557823000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472557806000;doozers-subview.mybluemix.net:c6f4d309-e0d2-47aa-b0da-9a781550e581;POST /hello/308/0afgrprc/xhr_streaming;
1472557793000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472557787000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472557770000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472557769000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472557761000;ace-events-production-20160819-142035.ng.bluemix.net:32f10e38-b324-4888-83b3-3e82beeea229;GET /socket.io/;
1472557698000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472557694000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472557680000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472557637000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472557564000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472557523000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472557483000;mcaas-prod-api.mybluemix.net:279c9ce9-c107-44bd-83b6-547fd0f37074;POST /api/v1.0/visualization;
1472557451000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472557451000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472557439000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472557419000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472557367000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472557279000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472557279000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472557206000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472557188000;ace-events-production-20160816-120854.ng.bluemix.net:093f11c8-939e-4de8-92c9-6c2bc30d7384;GET /socket.io/;
1472557079000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472557031000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472557023000;ace-dashboard-production-20160819-142035.ng.bluemix.net:a548feb5-e0fa-4842-8a2d-ea96f4a0a11c;GET /socket.io/;
1472557004000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472556953000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472556861000;petrajp.mybluemix.net:7733a9cb-6a49-4cae-9f64-57748b9426ae;POST /petra/api/rome/dija;
1472556839000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472556839000;natural-language-classifier-toolkit.ng.bluemix.net:8fe377e3-9b62-4d22-a171-6596f55be878;GET /socket.io/;
1472556838000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472556803000;api.xforce.ibmcloud.com:b5a69486-2f81-4589-a26d-257218bfec27;GET /socket.io/;
1472556796000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472556786000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472556761000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472556717000;viewuge-node-red.mybluemix.net:00b60564-4c44-4d76-8e8c-98ae9577483b;GET /red/comms;
1472556708000;fundox.mybluemix.net:94338ee4-a69b-46c5-972f-3683db725531;GET /socket.io/;
1472556705000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
1472556676000;ace-events-test-20160819-141650.ng.bluemix.net:37d82712-48e9-4537-883e-a597cbff2ff5;GET /socket.io/;
